id;id_servicio;dias_sem_atencion;hora_inicial;hora_fin;num_afiliados
9200;9200;J; 19:57:16 ; 20:48:46 ;5
9201;9201;V; 21:15:44 ; 21:59:40 ;15
9202;9202;S; 03:20:37 ; 05:32:39 ;24
9203;9203;D; 11:37:22 ; 13:04:15 ;20
9204;9204;S; 17:19:57 ; 18:46:03 ;1
9205;9205;D; 22:28:05 ; 23:59:05 ;3
9206;9206;D; 13:34:22 ; 14:43:18 ;19
9207;9207;D; 16:33:46 ; 17:06:20 ;1
9208;9208;V; 12:19:42 ; 14:24:53 ;9
9209;9209;V; 00:52:00 ; 03:00:45 ;24
9210;9210;D; 21:09:27 ; 22:25:19 ;29
9211;9211;D; 20:38:53 ; 21:53:44 ;1
9212;9212;D; 13:58:47 ; 14:37:09 ;14
9213;9213;D; 14:18:58 ; 15:59:20 ;26
9214;9214;D; 09:07:24 ; 09:59:02 ;23
9215;9215;S; 10:03:49 ; 12:06:01 ;14
9216;9216;I; 12:33:03 ; 13:22:02 ;3
9217;9217;D; 19:54:38 ; 20:57:59 ;1
9218;9218;S; 11:09:29 ; 13:01:24 ;9
9219;9219;S; 20:04:41 ; 21:34:44 ;22
9220;9220;V; 11:19:59 ; 13:37:49 ;17
9221;9221;D; 04:59:56 ; 06:58:51 ;29
9222;9222;S; 04:14:49 ; 05:17:07 ;11
9223;9223;V; 07:44:44 ; 08:46:20 ;15
9224;9224;D; 21:49:08 ; 12:14:44 ;21
9225;9225;D; 13:51:39 ; 15:09:53 ;22
9226;9226;D; 00:41:16 ; 02:14:30 ;12
9227;9227;D; 10:26:19 ; 11:27:23 ;13
9228;9228;D; 13:34:03 ; 15:37:19 ;14
9229;9229;V; 17:09:46 ; 19:26:51 ;8
9230;9230;D; 16:18:01 ; 17:37:25 ;22
9231;9231;S; 14:29:25 ; 15:13:23 ;9
9232;9232;V; 21:32:24 ; 22:53:41 ;10
9233;9233;J; 09:23:52 ; 11:33:09 ;6
9234;9234;D; 21:28:06 ; 23:35:49 ;15
9235;9235;S; 14:02:08 ; 16:13:41 ;19
9236;9236;D; 00:23:53 ; 02:06:43 ;6
9237;9237;D; 21:49:57 ; 22:43:41 ;11
9238;9238;S; 20:32:17 ; 22:37:06 ;4
9239;9239;D; 15:55:14 ; 17:17:25 ;21
9240;9240;S; 15:49:24 ; 17:44:10 ;12
9241;9241;S; 23:38:35 ; 12:46:30 ;25
9242;9242;D; 17:52:38 ; 18:53:15 ;3
9243;9243;D; 22:13:57 ; 22:59:42 ;5
9244;9244;S; 15:32:54 ; 17:18:07 ;5
9245;9245;S; 01:39:08 ; 03:27:11 ;3
9246;9246;D; 05:12:32 ; 07:36:00 ;10
9247;9247;S; 17:53:43 ; 19:57:49 ;14
9248;9248;D; 14:56:28 ; 16:33:23 ;5
9249;9249;S; 02:00:00 ; 04:14:45 ;27
9250;9250;S; 20:32:27 ; 21:56:56 ;3
9251;9251;S; 04:04:31 ; 04:34:53 ;26
9252;9252;D; 08:41:42 ; 10:29:46 ;12
9253;9253;D; 00:17:39 ; 02:40:45 ;11
9254;9254;D; 00:42:41 ; 01:22:28 ;7
9255;9255;S; 03:09:22 ; 05:20:36 ;1
9256;9256;S; 14:05:46 ; 15:45:13 ;23
9257;9257;D; 02:28:15 ; 04:04:19 ;28
9258;9258;S; 22:31:26 ; 23:07:41 ;27
9259;9259;D; 21:54:56 ; 12:03:43 ;13
9260;9260;I; 02:53:51 ; 03:44:10 ;20
9261;9261;D; 09:01:32 ; 09:54:48 ;1
9262;9262;S; 10:08:34 ; 11:15:51 ;7
9263;9263;S; 23:04:25 ; 12:24:27 ;4
9264;9264;D; 07:30:45 ; 08:45:43 ;22
9265;9265;V; 12:35:50 ; 13:17:04 ;7
9266;9266;I; 08:03:16 ; 09:17:53 ;22
9267;9267;I; 05:48:23 ; 06:23:46 ;12
9268;9268;I; 23:32:04 ; 12:23:21 ;9
9269;9269;D; 10:16:07 ; 11:46:38 ;14
9270;9270;L; 03:13:10 ; 04:22:28 ;30
9271;9271;S; 00:41:02 ; 01:35:25 ;19
9272;9272;S; 10:52:42 ; 12:58:13 ;6
9273;9273;S; 03:01:32 ; 04:32:02 ;4
9274;9274;D; 23:46:06 ; 12:56:19 ;22
9275;9275;D; 13:54:05 ; 14:52:55 ;15
9276;9276;D; 09:57:09 ; 11:07:54 ;6
9277;9277;D; 07:53:35 ; 10:23:03 ;18
9278;9278;S; 16:58:43 ; 18:48:24 ;21
9279;9279;S; 04:07:17 ; 05:38:55 ;4
9280;9280;D; 17:20:39 ; 18:08:48 ;23
9281;9281;D; 13:58:34 ; 15:59:05 ;8
9282;9282;D; 21:59:43 ; 22:57:04 ;28
9283;9283;S; 13:16:06 ; 14:00:38 ;3
9284;9284;I; 19:26:36 ; 20:07:52 ;17
9285;9285;S; 00:34:23 ; 01:11:47 ;5
9286;9286;S; 02:24:53 ; 03:57:28 ;25
9287;9287;D; 02:31:03 ; 04:26:50 ;30
9288;9288;D; 17:02:45 ; 18:01:18 ;7
9289;9289;S; 14:02:49 ; 16:28:45 ;29
9290;9290;D; 17:39:25 ; 18:41:15 ;20
9291;9291;V; 00:41:58 ; 01:30:34 ;10
9292;9292;S; 21:38:21 ; 23:36:24 ;3
9293;9293;V; 10:08:21 ; 12:33:37 ;16
9294;9294;S; 00:57:31 ; 02:08:04 ;23
9295;9295;M; 20:00:44 ; 22:24:32 ;20
9296;9296;V; 08:15:58 ; 10:11:51 ;12
9297;9297;D; 08:18:24 ; 09:01:27 ;25
9298;9298;D; 20:28:26 ; 21:55:31 ;18
9299;9299;D; 05:15:32 ; 07:00:58 ;7
9300;9300;D; 12:37:36 ; 15:01:22 ;26
9301;9301;D; 21:06:33 ; 23:08:48 ;28
9302;9302;D; 17:18:53 ; 19:33:17 ;20
9303;9303;J; 10:13:53 ; 11:45:15 ;29
9304;9304;M; 18:27:33 ; 20:48:56 ;18
9305;9305;D; 18:20:17 ; 19:42:44 ;21
9306;9306;D; 00:19:02 ; 00:54:49 ;14
9307;9307;D; 23:45:33 ; 01:51:17 ;12
9308;9308;D; 05:00:58 ; 07:17:54 ;6
9309;9309;D; 10:57:05 ; 12:17:03 ;29
9310;9310;S; 14:59:57 ; 16:13:52 ;13
9311;9311;D; 22:55:46 ; 01:16:35 ;11
9312;9312;D; 17:48:49 ; 18:52:54 ;24
9313;9313;D; 21:38:40 ; 23:01:19 ;9
9314;9314;S; 20:23:44 ; 21:16:24 ;25
9315;9315;S; 01:48:46 ; 04:05:59 ;18
9316;9316;D; 14:49:09 ; 15:23:25 ;18
9317;9317;D; 15:40:19 ; 18:01:32 ;7
9318;9318;D; 12:42:11 ; 14:37:24 ;3
9319;9319;D; 20:57:57 ; 22:03:41 ;7
9320;9320;D; 08:52:49 ; 09:46:16 ;25
9321;9321;D; 14:59:48 ; 17:25:02 ;28
9322;9322;V; 14:24:18 ; 16:34:40 ;17
9323;9323;D; 19:26:31 ; 20:35:06 ;25
9324;9324;D; 08:35:14 ; 10:45:04 ;18
9325;9325;D; 13:03:15 ; 14:14:52 ;16
9326;9326;D; 16:19:03 ; 17:08:45 ;22
9327;9327;D; 07:51:33 ; 08:42:32 ;27
9328;9328;V; 04:01:26 ; 04:52:09 ;18
9329;9329;D; 21:43:28 ; 23:59:28 ;21
9330;9330;D; 14:17:15 ; 16:19:31 ;17
9331;9331;S; 05:14:10 ; 06:34:15 ;30
9332;9332;S; 01:38:19 ; 02:18:39 ;30
9333;9333;D; 04:08:30 ; 05:04:31 ;11
9334;9334;D; 07:48:15 ; 08:41:54 ;17
9335;9335;S; 07:28:17 ; 08:16:10 ;15
9336;9336;S; 06:45:20 ; 07:43:24 ;24
9337;9337;S; 16:01:20 ; 18:17:02 ;17
9338;9338;S; 08:07:02 ; 10:22:55 ;12
9339;9339;D; 17:16:23 ; 19:27:47 ;11
9340;9340;V; 00:07:48 ; 00:38:23 ;3
9341;9341;D; 09:55:02 ; 11:13:23 ;29
9342;9342;D; 17:23:38 ; 18:39:18 ;20
9343;9343;D; 20:31:00 ; 22:47:35 ;7
9344;9344;D; 14:48:17 ; 15:52:20 ;26
9345;9345;D; 22:53:20 ; 12:31:53 ;20
9346;9346;D; 08:53:58 ; 10:57:44 ;7
9347;9347;J; 23:57:51 ; 02:26:43 ;22
9348;9348;D; 23:06:43 ; 01:00:43 ;19
9349;9349;V; 11:02:36 ; 12:10:23 ;24
9350;9350;S; 14:47:35 ; 16:21:16 ;15
9351;9351;D; 09:14:33 ; 10:05:39 ;12
9352;9352;V; 19:51:53 ; 22:06:45 ;8
9353;9353;D; 02:35:32 ; 04:26:47 ;26
9354;9354;D; 08:46:00 ; 09:37:11 ;12
9355;9355;V; 05:53:46 ; 07:52:57 ;4
9356;9356;V; 22:07:20 ; 23:49:31 ;23
9357;9357;S; 01:03:38 ; 01:34:30 ;3
9358;9358;S; 16:42:08 ; 17:35:50 ;9
9359;9359;S; 07:31:51 ; 08:20:44 ;6
9360;9360;D; 12:37:44 ; 13:34:46 ;1
9361;9361;I; 00:11:32 ; 02:17:10 ;10
9362;9362;V; 12:13:10 ; 14:39:59 ;28
9363;9363;D; 14:03:59 ; 14:52:51 ;28
9364;9364;J; 11:25:20 ; 12:37:23 ;20
9365;9365;D; 22:57:33 ; 01:09:59 ;26
9366;9366;S; 12:25:47 ; 13:01:04 ;30
9367;9367;S; 12:48:45 ; 14:58:10 ;23
9368;9368;S; 00:20:10 ; 02:00:34 ;5
9369;9369;M; 10:01:08 ; 11:03:51 ;18
9370;9370;D; 21:54:47 ; 23:12:36 ;29
9371;9371;J; 09:58:35 ; 12:14:15 ;28
9372;9372;D; 07:29:42 ; 08:33:52 ;6
9373;9373;S; 04:52:14 ; 06:58:14 ;8
9374;9374;V; 16:33:55 ; 17:57:53 ;14
9375;9375;S; 11:04:47 ; 11:47:59 ;4
9376;9376;D; 07:12:36 ; 08:47:05 ;12
9377;9377;D; 03:02:47 ; 04:10:21 ;29
9378;9378;S; 20:23:01 ; 22:51:04 ;23
9379;9379;V; 18:32:34 ; 20:14:18 ;20
9380;9380;S; 13:11:18 ; 14:04:58 ;2
9381;9381;D; 19:36:35 ; 20:51:33 ;15
9382;9382;S; 04:31:04 ; 06:56:00 ;9
9383;9383;D; 05:12:21 ; 05:47:57 ;14
9384;9384;S; 10:13:40 ; 11:28:08 ;16
9385;9385;D; 06:31:33 ; 07:39:03 ;27
9386;9386;I; 19:37:51 ; 21:10:44 ;2
9387;9387;V; 03:13:04 ; 05:37:39 ;13
9388;9388;S; 00:58:46 ; 01:31:08 ;19
9389;9389;M; 04:23:56 ; 06:16:27 ;8
9390;9390;D; 06:06:11 ; 06:40:01 ;2
9391;9391;D; 23:35:54 ; 01:35:37 ;7
9392;9392;D; 23:27:15 ; 12:57:03 ;29
9393;9393;D; 02:26:12 ; 03:16:20 ;30
9394;9394;V; 15:36:51 ; 17:20:35 ;19
9395;9395;D; 21:06:19 ; 21:57:08 ;2
9396;9396;D; 00:30:48 ; 02:26:30 ;14
9397;9397;S; 11:15:31 ; 13:06:49 ;21
9398;9398;D; 19:54:40 ; 21:54:14 ;21
9399;9399;D; 00:41:56 ; 02:17:21 ;1
9400;9400;J; 09:45:52 ; 11:24:36 ;5
9401;9401;V; 17:50:57 ; 18:40:21 ;4
9402;9402;S; 04:23:32 ; 05:50:51 ;28
9403;9403;D; 09:31:45 ; 11:30:10 ;4
9404;9404;D; 07:58:15 ; 09:53:48 ;15
9405;9405;S; 22:16:50 ; 12:08:01 ;15
9406;9406;D; 15:37:33 ; 17:46:00 ;14
9407;9407;S; 01:02:06 ; 02:17:03 ;4
9408;9408;D; 19:33:07 ; 20:18:28 ;19
9409;9409;J; 15:48:27 ; 16:21:49 ;30
9410;9410;D; 18:32:22 ; 20:45:17 ;1
9411;9411;D; 04:21:59 ; 05:09:43 ;25
9412;9412;S; 22:13:40 ; 23:46:05 ;4
9413;9413;S; 09:50:30 ; 10:45:20 ;25
9414;9414;D; 03:50:06 ; 04:37:07 ;30
9415;9415;S; 17:10:54 ; 18:19:29 ;13
9416;9416;M; 23:11:05 ; 12:06:48 ;2
9417;9417;V; 08:00:37 ; 10:13:52 ;25
9418;9418;D; 18:15:59 ; 19:52:04 ;7
9419;9419;S; 10:09:21 ; 11:38:05 ;28
9420;9420;S; 12:52:47 ; 14:10:33 ;20
9421;9421;V; 23:03:26 ; 12:16:41 ;9
9422;9422;I; 13:31:38 ; 14:38:34 ;24
9423;9423;V; 14:42:04 ; 16:50:07 ;11
9424;9424;I; 01:57:56 ; 04:02:51 ;24
9425;9425;S; 09:04:09 ; 09:59:34 ;27
9426;9426;D; 12:04:12 ; 01:24:38 ;20
9427;9427;V; 18:38:18 ; 19:48:32 ;11
9428;9428;D; 09:52:02 ; 11:47:52 ;1
9429;9429;D; 01:34:50 ; 02:15:17 ;23
9430;9430;D; 21:00:22 ; 22:24:36 ;29
9431;9431;D; 10:05:48 ; 11:20:17 ;29
9432;9432;S; 11:24:20 ; 12:18:34 ;20
9433;9433;S; 10:23:27 ; 12:03:37 ;11
9434;9434;D; 15:03:16 ; 16:43:16 ;29
9435;9435;D; 12:01:51 ; 13:10:40 ;15
9436;9436;D; 12:11:07 ; 13:18:35 ;15
9437;9437;D; 09:18:17 ; 09:54:19 ;23
9438;9438;D; 09:20:00 ; 10:36:11 ;28
9439;9439;D; 10:11:17 ; 12:35:39 ;30
9440;9440;S; 07:10:43 ; 07:56:27 ;24
9441;9441;D; 02:39:31 ; 03:30:21 ;19
9442;9442;V; 20:22:09 ; 22:31:28 ;9
9443;9443;J; 07:04:53 ; 08:08:57 ;25
9444;9444;D; 05:06:47 ; 06:56:11 ;21
9445;9445;D; 09:11:12 ; 10:24:24 ;19
9446;9446;I; 11:42:59 ; 13:17:33 ;4
9447;9447;D; 10:02:28 ; 12:17:16 ;7
9448;9448;D; 09:23:55 ; 11:01:19 ;7
9449;9449;D; 14:09:58 ; 16:38:14 ;24
9450;9450;S; 14:06:27 ; 15:39:17 ;17
9451;9451;S; 02:28:26 ; 02:59:25 ;16
9452;9452;S; 06:06:29 ; 08:19:23 ;27
9453;9453;D; 11:40:50 ; 12:53:20 ;25
9454;9454;S; 14:29:06 ; 16:18:39 ;15
9455;9455;S; 18:47:35 ; 19:33:40 ;13
9456;9456;D; 16:50:03 ; 17:57:20 ;30
9457;9457;D; 16:56:07 ; 17:51:24 ;17
9458;9458;D; 04:23:10 ; 05:00:37 ;25
9459;9459;I; 04:29:48 ; 06:50:54 ;6
9460;9460;S; 20:01:49 ; 22:30:15 ;24
9461;9461;D; 00:16:29 ; 01:33:33 ;25
9462;9462;D; 02:02:27 ; 02:55:41 ;6
9463;9463;D; 09:39:37 ; 10:31:51 ;18
9464;9464;D; 10:18:16 ; 12:00:26 ;29
9465;9465;D; 12:28:25 ; 13:31:33 ;13
9466;9466;D; 16:56:21 ; 18:09:55 ;14
9467;9467;S; 12:17:59 ; 14:23:20 ;19
9468;9468;D; 01:04:42 ; 02:30:41 ;9
9469;9469;S; 04:53:37 ; 05:54:32 ;18
9470;9470;D; 22:14:05 ; 22:58:31 ;21
9471;9471;D; 05:26:34 ; 07:21:10 ;11
9472;9472;S; 21:38:30 ; 22:44:26 ;2
9473;9473;D; 03:46:01 ; 05:38:46 ;27
9474;9474;D; 13:23:53 ; 14:24:40 ;27
9475;9475;D; 18:13:15 ; 19:50:29 ;18
9476;9476;D; 15:13:08 ; 16:48:28 ;12
9477;9477;D; 14:29:48 ; 15:40:07 ;1
9478;9478;V; 02:14:04 ; 03:02:05 ;6
9479;9479;D; 00:40:46 ; 01:55:25 ;2
9480;9480;D; 06:51:42 ; 07:33:01 ;25
9481;9481;V; 23:15:44 ; 01:33:00 ;28
9482;9482;D; 23:32:09 ; 12:32:14 ;22
9483;9483;M; 04:43:17 ; 05:47:47 ;15
9484;9484;S; 22:23:40 ; 12:27:22 ;24
9485;9485;S; 22:42:20 ; 12:18:02 ;17
9486;9486;S; 14:49:44 ; 15:42:18 ;8
9487;9487;D; 04:24:27 ; 04:57:35 ;6
9488;9488;D; 21:54:08 ; 23:58:31 ;21
9489;9489;D; 05:00:54 ; 07:01:13 ;27
9490;9490;D; 06:25:22 ; 08:16:17 ;25
9491;9491;S; 04:32:03 ; 06:43:41 ;29
9492;9492;J; 18:15:34 ; 19:03:17 ;12
9493;9493;S; 08:49:55 ; 10:57:37 ;27
9494;9494;D; 15:16:21 ; 16:37:02 ;23
9495;9495;S; 04:05:47 ; 05:05:59 ;5
9496;9496;S; 06:51:49 ; 09:09:06 ;16
9497;9497;M; 04:51:16 ; 05:27:33 ;1
9498;9498;D; 10:55:27 ; 12:00:33 ;20
9499;9499;D; 02:23:42 ; 03:37:11 ;12
9500;9500;D; 00:07:06 ; 01:21:15 ;24
9501;9501;D; 16:09:18 ; 16:52:17 ;22
9502;9502;V; 22:24:59 ; 23:45:41 ;27
9503;9503;D; 09:07:47 ; 10:08:59 ;5
9504;9504;S; 14:49:22 ; 16:01:34 ;14
9505;9505;I; 01:15:53 ; 02:50:22 ;16
9506;9506;S; 09:10:08 ; 11:09:41 ;6
9507;9507;D; 07:51:44 ; 08:34:27 ;8
9508;9508;S; 07:55:37 ; 10:02:54 ;3
9509;9509;V; 11:28:57 ; 12:14:18 ;7
9510;9510;D; 23:58:07 ; 02:17:04 ;16
9511;9511;D; 07:37:45 ; 09:19:09 ;21
9512;9512;D; 02:36:43 ; 03:17:14 ;29
9513;9513;D; 05:29:48 ; 06:22:44 ;26
9514;9514;S; 03:30:12 ; 05:17:36 ;29
9515;9515;D; 06:55:54 ; 07:27:16 ;13
9516;9516;D; 14:15:39 ; 15:16:17 ;12
9517;9517;D; 09:00:36 ; 10:58:27 ;18
9518;9518;D; 06:12:54 ; 07:13:47 ;13
9519;9519;D; 00:53:58 ; 01:31:35 ;14
9520;9520;D; 12:24:58 ; 13:27:59 ;4
9521;9521;S; 22:08:34 ; 23:29:49 ;15
9522;9522;D; 10:58:33 ; 12:58:08 ;19
9523;9523;J; 07:22:08 ; 09:18:02 ;22
9524;9524;D; 22:52:10 ; 23:48:34 ;15
9525;9525;J; 02:56:07 ; 03:59:18 ;18
9526;9526;D; 06:14:43 ; 07:46:09 ;12
9527;9527;D; 14:30:17 ; 15:29:42 ;23
9528;9528;D; 00:14:07 ; 02:40:14 ;23
9529;9529;D; 15:54:38 ; 16:32:15 ;8
9530;9530;S; 07:35:27 ; 09:51:44 ;29
9531;9531;S; 00:15:02 ; 01:30:59 ;29
9532;9532;J; 20:41:04 ; 22:58:41 ;6
9533;9533;D; 05:26:30 ; 06:18:05 ;6
9534;9534;S; 21:28:10 ; 23:49:38 ;22
9535;9535;D; 08:33:24 ; 10:45:28 ;6
9536;9536;S; 08:41:34 ; 11:11:01 ;15
9537;9537;S; 02:47:15 ; 05:12:34 ;5
9538;9538;D; 06:29:46 ; 08:25:53 ;15
9539;9539;D; 17:00:07 ; 19:17:49 ;30
9540;9540;D; 01:10:44 ; 01:50:22 ;11
9541;9541;D; 05:41:44 ; 08:07:12 ;29
9542;9542;D; 20:04:19 ; 21:13:27 ;22
9543;9543;D; 06:21:04 ; 07:11:59 ;11
9544;9544;D; 06:40:03 ; 08:26:11 ;26
9545;9545;D; 16:39:14 ; 18:08:37 ;24
9546;9546;J; 05:47:06 ; 07:55:52 ;27
9547;9547;D; 17:40:10 ; 19:46:29 ;9
9548;9548;D; 19:51:33 ; 21:02:40 ;24
9549;9549;J; 20:15:09 ; 21:05:02 ;3
9550;9550;S; 23:44:02 ; 01:52:59 ;4
9551;9551;D; 07:55:37 ; 10:22:54 ;8
9552;9552;V; 22:10:03 ; 23:46:37 ;13
9553;9553;S; 00:56:52 ; 03:18:26 ;26
9554;9554;V; 09:49:32 ; 11:12:55 ;20
9555;9555;D; 09:02:34 ; 09:50:55 ;28
9556;9556;D; 13:41:05 ; 14:32:39 ;24
9557;9557;D; 21:57:51 ; 23:02:24 ;29
9558;9558;S; 12:58:00 ; 13:43:48 ;12
9559;9559;D; 03:29:01 ; 05:31:24 ;26
9560;9560;D; 12:17:18 ; 14:29:16 ;18
9561;9561;S; 06:11:10 ; 07:12:45 ;26
9562;9562;I; 05:55:54 ; 08:15:59 ;29
9563;9563;D; 06:54:08 ; 07:45:02 ;11
9564;9564;D; 17:35:21 ; 19:51:20 ;8
9565;9565;V; 21:06:50 ; 23:27:51 ;18
9566;9566;D; 23:26:13 ; 01:07:46 ;21
9567;9567;D; 22:37:31 ; 12:39:12 ;12
9568;9568;D; 08:48:02 ; 11:07:59 ;26
9569;9569;D; 20:58:46 ; 22:02:25 ;29
9570;9570;D; 11:40:27 ; 13:15:43 ;26
9571;9571;S; 08:43:33 ; 10:10:09 ;10
9572;9572;D; 17:53:39 ; 19:16:24 ;23
9573;9573;V; 18:51:06 ; 20:35:24 ;7
9574;9574;D; 23:34:26 ; 12:07:14 ;1
9575;9575;D; 16:19:55 ; 17:09:38 ;7
9576;9576;V; 07:57:48 ; 10:10:37 ;16
9577;9577;J; 02:50:52 ; 04:39:19 ;1
9578;9578;D; 12:51:01 ; 13:23:05 ;20
9579;9579;S; 10:08:08 ; 11:31:17 ;15
9580;9580;S; 20:31:13 ; 22:31:42 ;2
9581;9581;S; 08:23:42 ; 08:57:25 ;27
9582;9582;S; 21:35:25 ; 23:40:30 ;8
9583;9583;S; 04:12:27 ; 06:04:07 ;25
9584;9584;D; 02:24:37 ; 03:37:35 ;8
9585;9585;S; 09:16:20 ; 09:47:02 ;15
9586;9586;D; 19:49:44 ; 20:57:58 ;7
9587;9587;D; 17:30:44 ; 19:17:17 ;29
9588;9588;I; 11:55:50 ; 13:02:35 ;3
9589;9589;J; 09:30:49 ; 10:20:07 ;21
9590;9590;D; 15:40:28 ; 17:38:24 ;3
9591;9591;I; 19:41:56 ; 21:53:00 ;24
9592;9592;L; 16:54:43 ; 17:59:13 ;30
9593;9593;D; 11:33:47 ; 12:55:29 ;6
9594;9594;S; 00:42:45 ; 02:52:47 ;1
9595;9595;I; 20:14:22 ; 21:26:38 ;29
9596;9596;D; 06:35:02 ; 08:24:13 ;26
9597;9597;S; 04:39:55 ; 05:34:02 ;17
9598;9598;D; 20:45:51 ; 22:32:36 ;4
9599;9599;D; 18:55:14 ; 19:37:53 ;23
9600;9600;L; 22:54:36 ; 12:30:49 ;3
9601;9601;D; 17:51:37 ; 18:58:55 ;28
9602;9602;D; 13:13:41 ; 14:09:55 ;7
9603;9603;D; 02:43:58 ; 04:27:14 ;13
9604;9604;D; 16:20:53 ; 16:59:25 ;4
9605;9605;D; 07:45:43 ; 08:33:46 ;4
9606;9606;S; 19:26:29 ; 20:03:36 ;24
9607;9607;S; 23:10:14 ; 12:57:02 ;16
9608;9608;D; 19:02:19 ; 21:00:16 ;12
9609;9609;V; 12:33:53 ; 14:13:50 ;22
9610;9610;J; 06:45:24 ; 08:14:10 ;10
9611;9611;M; 12:49:29 ; 14:52:33 ;22
9612;9612;S; 13:15:57 ; 14:13:41 ;21
9613;9613;D; 07:22:42 ; 09:37:25 ;2
9614;9614;J; 05:26:34 ; 06:33:15 ;18
9615;9615;D; 07:03:55 ; 08:18:43 ;1
9616;9616;D; 09:39:45 ; 10:32:49 ;10
9617;9617;S; 12:43:37 ; 14:09:11 ;2
9618;9618;D; 11:56:08 ; 13:31:28 ;18
9619;9619;D; 08:24:53 ; 10:05:54 ;18
9620;9620;J; 13:32:18 ; 15:48:35 ;20
9621;9621;S; 10:46:41 ; 12:24:55 ;14
9622;9622;D; 12:43:08 ; 13:16:54 ;3
9623;9623;V; 15:18:46 ; 16:56:16 ;11
9624;9624;D; 02:49:52 ; 03:28:34 ;27
9625;9625;S; 19:07:44 ; 20:50:02 ;2
9626;9626;D; 10:56:23 ; 11:46:51 ;22
9627;9627;D; 18:47:35 ; 20:58:23 ;25
9628;9628;V; 19:16:39 ; 20:34:37 ;2
9629;9629;I; 05:05:40 ; 07:14:52 ;5
9630;9630;S; 02:52:39 ; 04:01:40 ;15
9631;9631;D; 17:48:08 ; 18:21:18 ;22
9632;9632;V; 04:54:34 ; 06:16:36 ;24
9633;9633;D; 15:13:28 ; 17:13:36 ;13
9634;9634;D; 22:13:06 ; 22:55:32 ;8
9635;9635;J; 07:05:58 ; 09:13:14 ;4
9636;9636;S; 12:29:48 ; 14:23:54 ;11
9637;9637;D; 04:32:29 ; 06:47:05 ;25
9638;9638;S; 09:36:41 ; 10:52:01 ;29
9639;9639;S; 03:42:58 ; 05:47:35 ;25
9640;9640;D; 18:57:48 ; 21:16:46 ;24
9641;9641;V; 16:38:20 ; 18:11:31 ;27
9642;9642;S; 10:08:29 ; 11:36:13 ;25
9643;9643;D; 16:22:35 ; 17:32:55 ;28
9644;9644;D; 12:44:53 ; 15:03:01 ;25
9645;9645;D; 13:31:57 ; 15:10:38 ;7
9646;9646;S; 21:41:40 ; 12:06:05 ;12
9647;9647;V; 23:48:39 ; 02:15:08 ;27
9648;9648;S; 17:51:02 ; 19:16:24 ;24
9649;9649;S; 23:15:43 ; 01:16:12 ;15
9650;9650;D; 09:31:53 ; 11:18:28 ;1
9651;9651;D; 09:46:00 ; 11:38:39 ;21
9652;9652;D; 04:22:39 ; 06:51:20 ;11
9653;9653;V; 08:35:22 ; 09:44:42 ;12
9654;9654;S; 08:49:28 ; 11:00:44 ;11
9655;9655;D; 06:22:21 ; 08:32:13 ;24
9656;9656;D; 13:24:05 ; 14:03:04 ;14
9657;9657;D; 08:32:40 ; 09:25:55 ;9
9658;9658;D; 21:37:50 ; 23:14:15 ;14
9659;9659;V; 06:37:18 ; 09:03:40 ;30
9660;9660;D; 02:27:09 ; 04:27:44 ;8
9661;9661;D; 14:52:30 ; 16:31:27 ;13
9662;9662;D; 06:55:26 ; 08:43:17 ;1
9663;9663;D; 08:17:40 ; 10:06:57 ;19
9664;9664;J; 03:43:05 ; 05:45:13 ;11
9665;9665;J; 17:58:31 ; 19:54:04 ;1
9666;9666;D; 01:10:39 ; 02:28:15 ;7
9667;9667;S; 11:59:08 ; 13:34:02 ;4
9668;9668;S; 16:51:10 ; 18:46:54 ;11
9669;9669;J; 16:47:54 ; 17:18:26 ;1
9670;9670;V; 23:51:22 ; 02:02:21 ;10
9671;9671;D; 04:38:41 ; 06:37:39 ;19
9672;9672;D; 02:28:12 ; 03:02:46 ;12
9673;9673;D; 10:52:45 ; 13:16:07 ;14
9674;9674;D; 09:44:20 ; 10:36:12 ;7
9675;9675;S; 13:45:18 ; 14:32:50 ;10
9676;9676;S; 15:58:19 ; 17:10:17 ;9
9677;9677;V; 08:25:51 ; 10:45:50 ;4
9678;9678;D; 06:44:44 ; 08:05:44 ;24
9679;9679;V; 16:15:34 ; 17:24:23 ;11
9680;9680;S; 11:04:37 ; 13:07:38 ;22
9681;9681;D; 21:31:26 ; 22:56:02 ;1
9682;9682;S; 06:36:19 ; 08:46:13 ;10
9683;9683;D; 15:40:59 ; 16:28:38 ;16
9684;9684;S; 21:18:16 ; 22:40:22 ;24
9685;9685;D; 02:29:12 ; 03:16:45 ;10
9686;9686;D; 00:27:38 ; 02:24:30 ;14
9687;9687;I; 15:11:19 ; 16:18:12 ;30
9688;9688;S; 11:38:45 ; 13:43:37 ;15
9689;9689;D; 05:45:09 ; 06:16:43 ;7
9690;9690;D; 04:45:26 ; 06:15:28 ;29
9691;9691;S; 11:32:27 ; 13:04:44 ;20
9692;9692;S; 01:41:44 ; 02:19:55 ;9
9693;9693;D; 13:03:19 ; 14:31:03 ;10
9694;9694;J; 19:50:07 ; 21:08:17 ;15
9695;9695;S; 15:02:43 ; 16:22:21 ;1
9696;9696;D; 16:45:48 ; 19:05:03 ;10
9697;9697;D; 16:23:42 ; 16:59:01 ;29
